customer_id,first_name,last_name,age_band,nationality,home_market,loyalty_tier,preferred_cabin_class,join_date,last_booking_date,days_since_last_booking,trips_last_12m,lifetime_bookings,avg_trip_value_hkd,ancillary_spend_hkd,total_revenue_hkd,email_open_rate,app_engagement_score,customer_lifetime_value_12m,churn_probability_90d,customer_segment
CUST003427,Dawn,Jones,55-64,AU,AU,Standard,Premium Economy,2022-04-22,2024-06-02,212,2,25,7958,1737,222480,0.442,45.7,17798,0.71,At Risk
CUST003428,Tabitha,Porter,55-64,SG,TW,Standard,Economy,2024-06-02,2024-10-26,66,1,5,2738,442,12683,0.412,51.2,2906,0.44,Mass Market
CUST003429,Anthony,Barr,55-64,CN,CN,Gold,First,2020-01-01,2024-10-17,75,6,10,2656,272,65402,0.338,87.5,20436,0.31,Mass Market
CUST003430,Michael,Diaz,35-44,HK,JP,Standard,Economy,2022-03-24,2024-05-22,223,8,29,4987,677,130270,0.362,71.6,41322,0.621,At Risk
CUST003431,Kelly,Cook,35-44,KR,SG,Standard,Business,2019-09-04,2024-02-02,333,4,4,5506,750,31741,0.598,52.3,22822,0.944,At Risk
CUST003432,Lindsay,Ortiz,65+,TH,JP,Silver,Premium Economy,2021-01-13,2024-12-13,18,2,18,6344,1263,136926,0.227,60.6,15214,0.376,Mass Market
CUST003433,Cory,Eaton,25-34,TH,KR,Gold,Economy,2020-07-24,2024-08-16,137,2,8,6244,1074,58694,0.322,61.9,16884,0.538,Mass Market
CUST003434,Timothy,Tanner,18-24,GB,JP,Standard,Business,2021-07-26,2024-10-24,68,2,12,5238,1048,94603,0.367,54.2,11524,0.453,Mass Market
CUST003435,Janet,Blair,35-44,KR,CN,Standard,Business,2023-04-03,2024-11-10,51,3,10,4699,248,63802,0.251,56.0,13431,0.337,Mass Market
CUST003436,Anthony,Lyons,25-34,AU,AU,Standard,Premium Economy,2023-04-28,2024-08-25,128,2,12,3394,731,45427,0.445,52.6,7571,0.606,At Risk
CUST003437,Anthony,Stein,25-34,KR,JP,Standard,Premium Economy,2023-01-10,2024-10-23,69,1,5,6691,1111,35664,0.612,59.0,7133,0.414,Growth Opportunity
CUST003438,Connie,Smith,18-24,AU,SG,Silver,Economy,2019-03-02,2024-10-03,89,2,14,1200,250,17780,0.464,64.4,2900,0.454,Growth Opportunity
CUST003439,Gary,Miller,45-54,JP,HK,Gold,Economy,2023-09-16,2024-07-26,158,5,18,5419,1000,115835,0.251,72.4,36972,0.552,Mass Market
CUST003440,Charles,Tyler,25-34,TH,SG,Standard,Economy,2022-11-17,2024-04-07,268,5,10,5700,967,53275,0.242,48.2,30485,0.776,At Risk
CUST003441,Joseph,Meyer,25-34,US,SG,Standard,Economy,2019-05-18,2024-06-18,196,3,5,4713,294,19497,0.159,40.7,13607,0.797,At Risk
CUST003442,William,Herrera,18-24,GB,HK,Standard,Economy,2024-09-04,2024-06-18,196,4,10,6992,521,58699,0.344,53.1,27255,0.756,At Risk
CUST003443,Emily,Jones,35-44,JP,TH,Standard,Economy,2023-08-06,2024-05-28,217,3,17,7367,631,106535,0.228,41.8,21784,0.835,At Risk
CUST003444,Chase,Thomas,55-64,JP,HK,Standard,Economy,2023-02-24,2024-10-10,82,3,4,5650,754,20305,0.4,59.4,17517,0.492,Mass Market
CUST003445,Austin,Berger,25-34,TH,KR,Standard,Economy,2021-12-10,2024-12-04,27,6,8,10290,1868,77919,0.249,72.8,66774,0.187,Frequent Flyers
CUST003446,Susan,Snyder,45-54,SG,SG,Gold,Economy,2023-10-07,2024-12-20,11,4,18,3669,330,72180,0.136,74.6,18638,0.271,Mass Market
CUST003447,Jennifer,Monroe,45-54,HK,AU,Standard,Economy,2020-11-16,2024-02-22,313,4,13,4181,906,53358,0.05,32.0,18676,0.97,At Risk
CUST003448,John,Gilbert,25-34,AU,HK,Silver,Business,2023-05-07,2024-02-19,316,7,8,4286,699,55310,0.461,71.2,34895,0.854,At Risk
CUST003449,Diane,Mitchell,55-64,US,CN,Standard,First,2022-08-29,2024-08-31,122,2,13,7684,1350,197356,0.138,40.8,16531,0.707,At Risk
CUST003450,Danielle,Travis,45-54,HK,TW,Gold,Business,2022-08-29,2024-03-23,283,2,22,5999,1219,252632,0.439,54.9,16596,0.886,At Risk
CUST003451,Christopher,Brown,35-44,GB,US,Diamond,Economy,2023-10-17,2024-09-28,94,4,7,1200,165,11151,0.256,81.7,7380,0.38,High Value Loyalists
CUST003452,Pamela,Graham,18-24,CN,JP,Standard,Premium Economy,2020-01-15,2024-09-12,110,4,21,4476,334,91610,0.402,62.3,17450,0.491,Mass Market
CUST003453,Emily,Lawrence,18-24,KR,HK,Standard,Economy,2019-08-16,2024-04-27,248,2,25,3881,476,86124,0.352,39.2,7938,0.94,At Risk
CUST003454,Ethan,Moore,65+,HK,TW,Silver,Economy,2022-05-01,2024-02-01,334,3,16,8924,1251,141382,0.384,46.6,30525,0.97,At Risk
CUST003455,Patricia,Wilkins,55-64,JP,KR,Standard,Business,2023-11-03,2024-05-24,221,1,3,3421,736,15601,0.513,42.8,3815,0.97,Growth Opportunity
CUST003456,Courtney,Leonard,65+,JP,JP,Standard,Economy,2020-07-09,2024-01-20,346,6,29,5164,321,123872,0.247,47.2,29812,0.97,At Risk
CUST003457,Meghan,Morris,55-64,KR,TW,Standard,Business,2022-06-01,2024-01-08,358,5,9,1736,184,22045,0.598,55.3,8732,0.97,At Risk
CUST003458,Alan,Melton,18-24,TW,US,Gold,Premium Economy,2024-09-27,2024-12-20,11,2,20,5547,980,150509,0.482,78.4,15051,0.185,Growth Opportunity
CUST003459,Kendra,Richardson,55-64,TH,SG,Standard,Economy,2022-09-19,2024-08-05,148,4,13,9341,1587,113527,0.306,55.4,39976,0.638,At Risk
CUST003460,Laura,Parsons,35-44,CN,US,Standard,Economy,2019-06-22,2024-07-14,170,1,21,3368,647,67694,0.323,39.3,3678,0.781,At Risk
CUST003461,Danielle,Griffin,55-64,AU,HK,Standard,Business,2024-04-08,2024-10-26,66,2,21,7250,1543,231089,0.378,54.8,16136,0.455,Mass Market
CUST003462,Jennifer,Glover,18-24,TH,HK,Silver,Economy,2024-11-07,2024-10-15,77,2,12,4747,692,56723,0.291,58.5,10878,0.583,Mass Market
CUST003463,Regina,Johnson,25-34,TW,CN,Standard,Economy,2023-04-04,2024-01-15,351,2,15,5157,1007,74282,0.081,20.2,11297,0.97,At Risk
CUST003464,Keith,Gregory,45-54,CN,TH,Gold,Economy,2022-08-30,2024-10-27,65,2,4,6565,1403,31951,0.203,62.9,18299,0.524,Mass Market
CUST003465,Melissa,Bradley,55-64,JP,SG,Silver,First,2022-07-01,2024-07-10,174,5,13,2436,176,65624,0.202,62.2,13060,0.68,At Risk
CUST003466,Melissa,Rios,45-54,TW,HK,Standard,Economy,2022-09-26,2024-07-10,174,4,25,3513,527,80361,0.328,54.2,14755,0.641,At Risk
CUST003467,Hector,Nguyen,25-34,SG,HK,Standard,First,2021-01-05,2024-05-06,239,1,12,3207,408,74167,0.165,27.5,3294,0.924,At Risk
CUST003468,Annette,Vaughn,25-34,JP,JP,Gold,Premium Economy,2022-11-12,2024-06-16,198,5,12,8920,1616,145699,0.492,78.8,60708,0.559,Mass Market
CUST003469,Sharon,Jones,65+,GB,US,Silver,Economy,2022-01-22,2024-12-15,16,6,26,7520,631,182598,0.38,86.9,48906,0.184,Frequent Flyers
CUST003470,Nicole,Carlson,35-44,CN,HK,Standard,Economy,2023-10-01,2024-07-21,163,3,19,7373,1445,134622,0.293,48.7,24242,0.658,At Risk
CUST003471,Kevin,Moreno,35-44,CN,HK,Standard,Business,2024-01-07,2024-09-01,121,3,13,7423,935,138086,0.229,49.5,22847,0.526,Mass Market
CUST003472,Jennifer,Jones,35-44,GB,CN,Standard,Economy,2023-04-04,2024-11-14,47,4,7,6979,782,42847,0.363,65.8,28252,0.325,Mass Market
CUST003473,Katrina,Romero,35-44,JP,HK,Standard,Economy,2024-12-20,2024-01-10,356,1,6,1629,280,9157,0.51,31.9,1746,0.97,Growth Opportunity
CUST003474,Shawn,Gross,35-44,GB,JP,Standard,Economy,2021-09-09,2024-06-19,195,2,11,3888,413,37261,0.059,31.8,7824,0.822,At Risk
CUST003475,Jacqueline,Jones,35-44,TW,CN,Standard,Business,2023-07-14,2024-01-18,348,6,10,4722,951,71132,0.119,41.9,31205,0.97,At Risk
CUST003476,Keith,Sanchez,55-64,JP,HK,Standard,Premium Economy,2021-01-20,2024-02-05,330,2,8,5491,1092,48271,0.195,26.4,12068,0.97,At Risk
CUST003477,Christopher,Merritt,55-64,TW,JP,Gold,Economy,2023-09-27,2024-01-11,355,5,25,2962,164,78372,0.149,52.6,18296,0.97,At Risk
CUST003478,Veronica,Thomas,65+,GB,HK,Gold,Economy,2020-08-08,2024-10-06,86,4,20,2152,175,46669,0.128,68.2,10857,0.385,Mass Market
CUST003479,Mary,Woodard,35-44,JP,UK,Gold,Economy,2023-03-12,2024-03-09,297,6,11,2883,505,37363,0.361,70.7,23442,0.844,At Risk
CUST003480,Paul,Shaffer,35-44,HK,KR,Silver,Business,2019-02-01,2024-12-16,15,1,14,3531,501,78693,0.353,60.9,4032,0.384,Mass Market
CUST003481,Catherine,Brock,45-54,HK,CN,Silver,Economy,2023-08-07,2024-07-03,181,3,15,4391,281,60200,0.299,55.5,14016,0.67,At Risk
CUST003482,Mark,Thompson,55-64,HK,HK,Standard,First,2020-09-28,2024-02-22,313,1,21,6137,735,247414,0.392,30.6,6258,0.97,At Risk
CUST003483,Steven,Johnson,35-44,HK,HK,Silver,Business,2020-06-16,2024-06-08,206,1,17,4861,272,124448,0.347,45.4,5133,0.927,At Risk
CUST003484,Lawrence,Davidson,45-54,TH,AU,Standard,Economy,2021-01-01,2024-10-19,73,2,20,7881,742,135419,0.238,48.7,15670,0.446,Mass Market
CUST003485,Danny,Love,45-54,GB,KR,Standard,Business,2021-07-17,2024-12-04,27,4,7,6566,525,63655,0.29,64.4,25738,0.317,Mass Market
CUST003486,Matthew,Young,45-54,US,CN,Diamond,Premium Economy,2019-10-09,2024-07-18,166,6,16,4515,860,114896,0.394,91.5,43086,0.495,High Value Loyalists
CUST003487,Alisha,Schroeder,45-54,TH,US,Gold,Premium Economy,2022-05-02,2024-03-20,286,3,3,6188,1211,25539,0.165,48.7,25539,0.97,At Risk
CUST003488,Ryan,Valentine,25-34,SG,HK,Standard,Economy,2019-09-29,2024-02-03,332,4,20,4973,947,95027,0.407,44.7,21691,0.97,At Risk
CUST003489,John,Richardson,35-44,JP,TH,Silver,Business,2022-04-18,2024-04-05,270,4,27,3903,213,158553,0.02,42.2,16464,0.886,At Risk
CUST003490,Elizabeth,Gregory,45-54,TW,TW,Standard,Economy,2021-03-18,2024-07-24,160,3,19,5329,944,95393,0.354,51.4,17220,0.591,Mass Market
CUST003491,Dustin,Williams,18-24,TW,AU,Standard,Business,2022-08-01,2024-04-20,255,4,23,6113,935,204987,0.411,51.0,25747,0.798,At Risk
CUST003492,Patrick,Pena,55-64,AU,JP,Standard,Economy,2019-11-28,2024-03-23,283,5,7,7408,1236,48322,0.205,45.6,39516,0.92,At Risk
CUST003493,Angela,Andrews,45-54,TH,JP,Standard,Economy,2024-11-02,2024-08-15,138,4,26,10052,585,215144,0.53,65.2,38527,0.415,Mass Market
CUST003494,Jonathan,Brown,25-34,AU,SG,Silver,First,2019-02-02,2024-09-27,95,4,21,8001,681,350343,0.543,77.1,34728,0.391,Mass Market
CUST003495,Christopher,Kelley,55-64,JP,UK,Standard,Economy,2024-02-17,2024-09-26,96,3,16,3005,257,40893,0.393,58.0,8884,0.492,Mass Market
CUST003496,Carol,Baird,45-54,TH,AU,Standard,Economy,2021-02-09,2024-04-06,269,2,11,1690,131,15662,0.619,48.2,3304,0.878,Growth Opportunity
CUST003497,Madison,Estrada,45-54,US,US,Diamond,Business,2023-12-18,2024-03-14,292,6,11,8046,1186,192713,0.232,74.9,74702,0.897,High Value Loyalists
CUST003498,Deborah,Shaw,35-44,US,US,Standard,Economy,2022-07-29,2024-10-22,70,1,21,4927,527,90219,0.501,54.4,4961,0.502,Growth Opportunity
CUST003499,James,King,55-64,KR,JP,Standard,Business,2023-12-24,2024-01-15,351,2,14,3651,467,73242,0.586,40.4,7506,0.97,Growth Opportunity
CUST003500,Nichole,Dixon,35-44,SG,SG,Standard,Business,2022-04-30,2024-12-24,7,4,27,8790,1514,350594,0.177,61.5,37700,0.399,Mass Market
CUST003501,Nicole,Reynolds,35-44,CN,HK,Standard,Economy,2023-10-04,2024-07-31,153,3,21,4787,683,91246,0.372,52.6,14974,0.584,Mass Market
CUST003502,Sandra,Smith,18-24,US,JP,Standard,Premium Economy,2022-12-06,2024-07-10,174,2,22,4957,631,112031,0.123,36.0,10185,0.823,At Risk
CUST003503,Carrie,Phelps,45-54,AU,TW,Silver,First,2023-01-27,2024-12-11,20,1,15,3795,776,125490,0.494,66.2,4571,0.302,Growth Opportunity
CUST003504,Adam,Reed,45-54,JP,US,Gold,Business,2022-06-05,2024-04-14,261,3,14,1200,190,31405,0.627,69.2,4818,0.838,At Risk
CUST003505,Jennifer,Nash,35-44,TW,TH,Standard,Economy,2020-07-15,2024-02-10,325,4,15,3170,528,44296,0.272,39.9,13524,0.97,At Risk
CUST003506,Michael,Davis,35-44,JP,CN,Standard,Premium Economy,2024-02-03,2024-10-06,86,6,7,3801,306,26088,0.355,72.3,22361,0.311,Mass Market
CUST003507,Kelly,Rice,55-64,TH,TW,Standard,Premium Economy,2024-02-18,2024-04-26,249,4,17,1592,243,28489,0.278,46.2,6703,0.802,At Risk
CUST003508,Alex,Valencia,45-54,TH,JP,Gold,Economy,2023-05-03,2024-01-23,343,3,13,5375,740,79705,0.759,67.9,21248,0.97,At Risk
CUST003509,Brian,Jacobson,25-34,TW,HK,Standard,Premium Economy,2020-09-04,2024-05-03,242,5,10,5787,1217,64253,0.215,49.2,32126,0.895,At Risk
CUST003510,Christine,Santiago,65+,HK,KR,Standard,Economy,2021-06-11,2024-07-21,163,0,16,7201,1267,108412,0.214,30.5,7748,0.782,At Risk
CUST003511,Tyler,Ruiz,45-54,TW,US,Diamond,Economy,2023-05-07,2024-01-26,340,7,16,3535,681,78202,0.449,84.8,39410,0.753,High Value Loyalists
CUST003512,Preston,Watson,65+,TH,KR,Silver,Economy,2020-02-14,2024-08-08,145,3,4,1200,194,4856,0.346,60.2,4182,0.635,At Risk
CUST003513,Devin,Buck,65+,TW,US,Standard,Business,2019-09-01,2024-05-03,242,3,13,4479,473,82135,0.762,61.1,13512,0.811,At Risk
CUST003514,Kenneth,Wilkins,55-64,CN,JP,Standard,Economy,2021-05-31,2024-03-28,278,2,8,2448,398,18166,0.678,49.9,5202,0.97,Growth Opportunity
CUST003515,Sean,Gonzalez,45-54,CN,HK,Standard,Economy,2022-04-13,2024-05-22,223,1,19,5142,1104,95715,0.459,40.5,5732,0.867,Growth Opportunity
CUST003516,Trevor,Cabrera,45-54,SG,JP,Diamond,Economy,2024-05-11,2024-09-08,114,7,13,7109,745,119661,0.509,100.0,74883,0.268,High Value Loyalists
CUST003517,Bobby,Henry,25-34,GB,US,Standard,Economy,2020-11-29,2024-04-19,256,3,15,4033,319,51064,0.477,48.6,11846,0.892,At Risk
CUST003518,Daniel,Davis,35-44,SG,TH,Standard,First,2020-04-18,2024-09-10,112,3,24,5042,520,230294,0.527,62.1,15173,0.439,Mass Market
CUST003519,Dylan,Jennings,45-54,TH,TW,Silver,Economy,2023-03-23,2024-07-09,175,3,13,1200,219,16107,0.444,61.8,4257,0.613,At Risk
CUST003520,Anthony,Thomas,35-44,HK,SG,Standard,Economy,2024-03-31,2024-06-17,197,4,22,4344,281,79292,0.199,47.2,16762,0.79,At Risk
CUST003521,David,Baker,55-64,AU,JP,Standard,First,2024-02-17,2024-09-18,104,7,29,8730,1816,508370,0.228,70.8,67711,0.297,Frequent Flyers
CUST003522,Scott,Garcia,25-34,KR,HK,Gold,Economy,2022-10-17,2024-03-29,277,7,7,6428,1102,52845,0.515,83.4,60809,0.644,At Risk
CUST003523,Ellen,Nichols,35-44,KR,UK,Standard,Economy,2019-02-04,2024-10-01,91,1,6,3481,534,19182,0.28,43.9,3667,0.514,Mass Market
CUST003524,Larry,Wilson,35-44,US,TH,Gold,Business,2022-11-30,2024-11-03,58,4,18,2731,218,88033,0.575,88.4,13762,0.22,Mass Market
CUST003525,Christopher,Hays,35-44,JP,CN,Gold,Business,2019-09-08,2024-04-13,262,3,22,5144,733,209756,0.476,63.1,20409,0.83,At Risk
CUST003526,Christopher,Kelly,25-34,AU,SG,Standard,Economy,2023-09-21,2024-02-18,317,4,6,6319,333,31002,0.17,36.4,24080,0.97,At Risk
CUST003527,Sandra,White,25-34,CN,KR,Silver,Premium Economy,2024-07-19,2024-10-04,88,2,2,3512,515,8054,0.176,53.0,8054,0.537,Mass Market
CUST003528,John,Kelly,55-64,US,HK,Silver,Premium Economy,2022-08-30,2024-06-27,187,2,16,4773,481,84064,0.151,44.1,10508,0.845,At Risk
CUST003529,Thomas,Poole,35-44,KR,TH,Silver,Premium Economy,2020-06-08,2024-01-30,336,3,12,1200,169,16428,0.486,50.6,4107,0.97,At Risk
CUST003530,Ethan,Mueller,18-24,JP,CN,Silver,Economy,2020-10-16,2024-08-19,134,1,2,6988,779,13438,0.546,59.1,7767,0.566,Growth Opportunity
CUST003531,Cindy,Petersen,18-24,TW,HK,Standard,Business,2023-05-20,2024-08-07,146,6,10,3316,415,47424,0.298,65.2,20396,0.438,Mass Market
CUST003532,Samantha,Mason,35-44,TH,CN,Standard,Economy,2023-07-23,2024-04-23,252,6,26,6595,955,156005,0.359,59.2,41343,0.731,At Risk
CUST003533,James,Williams,25-34,AU,HK,Silver,Premium Economy,2023-11-15,2024-05-16,229,4,15,5967,1266,108495,0.411,61.1,28932,0.847,At Risk
CUST003534,Tina,Lane,45-54,TW,US,Standard,Business,2019-08-11,2024-11-15,46,1,10,6217,1350,94632,0.5,56.3,6945,0.425,Growth Opportunity
CUST003535,Bethany,Adams,55-64,CN,UK,Standard,Business,2023-06-10,2024-12-15,16,3,14,4631,714,94604,0.304,60.9,14646,0.386,Mass Market
CUST003536,Bradley,Malone,25-34,SG,AU,Standard,Business,2024-10-04,2024-08-21,132,0,15,8819,652,182412,0.429,41.6,8589,0.591,Mass Market
CUST003537,Patty,Spence,45-54,GB,US,Standard,Economy,2019-03-12,2024-07-22,162,3,12,3768,218,37206,0.348,51.0,10828,0.612,At Risk
CUST003538,Audrey,Fisher,25-34,AU,JP,Gold,Economy,2021-08-02,2024-05-24,221,6,11,8853,1937,118982,0.11,66.7,74301,0.62,At Risk
CUST003539,Scott,Fernandez,25-34,AU,HK,Gold,Economy,2023-05-30,2024-08-09,144,6,7,5758,906,46769,0.579,91.6,46203,0.377,Mass Market
CUST003540,Christopher,Hendrix,55-64,GB,TW,Gold,Economy,2022-03-04,2024-11-13,48,0,23,5472,830,145324,0.411,62.6,7287,0.48,Mass Market
CUST003541,Adrian,Knox,35-44,US,AU,Standard,Premium Economy,2024-10-06,2024-04-03,272,3,8,4693,268,35934,0.329,41.4,13475,0.97,At Risk
CUST003542,Thomas,Cunningham,55-64,US,US,Standard,Premium Economy,2023-01-20,2024-07-28,156,1,22,5447,1143,132997,0.239,37.1,6045,0.801,At Risk
CUST003543,Michael,Murphy,25-34,TH,US,Gold,Economy,2021-03-18,2024-12-11,20,4,10,5222,402,56397,0.247,78.3,26256,0.299,Mass Market
CUST003544,Donald,Horton,25-34,TW,HK,Standard,Economy,2022-09-24,2024-05-30,215,2,19,9034,1281,155648,0.129,33.0,18823,0.889,At Risk
CUST003545,Tracey,Mcgee,35-44,TH,TH,Silver,Business,2023-04-05,2024-08-08,145,3,14,2529,256,54923,0.18,53.6,8355,0.619,At Risk
CUST003546,Jose,Hughes,35-44,TW,JP,Silver,Premium Economy,2023-09-08,2024-06-21,193,3,9,4773,550,47907,0.21,51.0,15969,0.714,At Risk
CUST003547,Jorge,Barron,65+,US,AU,Standard,Economy,2020-08-28,2024-02-26,309,3,13,3118,331,35312,0.271,36.1,9412,0.97,At Risk
CUST003548,Ronald,Hansen,25-34,KR,JP,Standard,Economy,2024-06-29,2024-10-23,69,3,19,3934,372,64249,0.572,67.4,11738,0.399,Mass Market
CUST003549,Joseph,Reyes,55-64,TW,US,Silver,Economy,2024-12-24,2024-05-04,241,3,7,5238,494,34624,0.455,56.9,17196,0.795,At Risk
CUST003550,Stanley,Horne,55-64,KR,HK,Standard,Premium Economy,2020-04-17,2024-11-18,43,1,22,8510,545,180488,0.213,45.1,8204,0.487,Mass Market
CUST003551,Gregory,Silva,35-44,GB,UK,Gold,Economy,2020-04-01,2024-03-26,280,0,14,6262,336,92635,0.105,31.8,7725,0.97,At Risk
CUST003552,Mary,Long,35-44,TW,SG,Silver,Economy,2021-04-22,2024-08-21,132,3,9,3096,368,26996,0.213,56.0,10392,0.57,Mass Market
CUST003553,Michelle,Clark,35-44,GB,CN,Standard,Economy,2020-10-31,2024-03-31,275,1,12,4554,291,45298,0.591,41.6,4390,0.97,Growth Opportunity
CUST003554,William,Roberts,25-34,JP,UK,Silver,Economy,2020-02-13,2024-12-16,15,3,20,7736,841,148332,0.466,75.4,25731,0.227,Mass Market
CUST003555,Ann,Owens,55-64,TW,JP,Standard,Economy,2020-01-03,2024-05-06,239,6,11,3914,356,36852,0.331,59.1,23272,0.788,At Risk
CUST003556,William,Gray,35-44,US,AU,Standard,Economy,2023-04-04,2024-10-01,91,6,25,5497,740,123630,0.357,72.0,34124,0.326,Mass Market
CUST003557,Cynthia,Stevens,55-64,TW,AU,Diamond,Business,2024-09-22,2024-08-12,141,3,4,6100,959,53368,0.543,84.4,28497,0.538,High Value Loyalists
CUST003558,Tracy,Allen,45-54,TW,CN,Silver,Business,2019-07-29,2024-10-07,85,4,22,4717,548,162528,0.356,70.4,21060,0.351,Mass Market
CUST003559,George,Pham,35-44,TW,UK,Silver,Economy,2022-06-05,2024-08-09,144,0,2,3192,408,6242,0.723,60.4,3600,0.572,Growth Opportunity
CUST003560,Stephanie,Cisneros,45-54,AU,AU,Gold,Economy,2020-09-04,2024-03-21,285,6,24,5753,1255,168606,0.373,72.1,48261,0.739,At Risk
CUST003561,Jeffrey,Mcdonald,35-44,AU,AU,Standard,Business,2020-06-24,2024-12-12,19,3,4,10271,1279,58731,0.211,56.9,31569,0.383,Mass Market
CUST003562,Tyler,Aguilar,55-64,GB,US,Standard,Economy,2022-06-06,2024-05-28,217,6,24,4175,504,88749,0.037,49.1,25569,0.783,At Risk
CUST003563,Kathy,Underwood,25-34,JP,SG,Standard,Economy,2019-10-22,2024-10-21,71,3,4,4022,590,14667,0.431,61.6,12629,0.471,Mass Market
CUST003564,Anna,Blackwell,65+,KR,JP,Standard,Economy,2019-07-02,2024-08-10,143,1,13,6831,377,72835,0.326,41.6,6525,0.739,At Risk
CUST003565,Amy,Smith,55-64,HK,US,Standard,Premium Economy,2024-03-30,2024-06-13,201,3,5,10443,1394,53964,0.21,42.3,32378,0.804,At Risk
CUST003566,Joseph,Wilson,55-64,US,US,Standard,First,2021-09-03,2024-11-26,35,7,10,3330,190,61840,0.471,86.0,22309,0.108,Frequent Flyers
CUST003567,James,Francis,35-44,TW,HK,Silver,Economy,2019-05-18,2024-02-12,323,4,12,2600,252,29544,0.403,53.3,11408,0.97,At Risk
CUST003568,Rachel,Brooks,55-64,JP,UK,Standard,First,2024-04-03,2024-04-29,246,1,22,6952,1269,303217,0.286,31.8,7526,0.97,At Risk
CUST003569,Mary,Sullivan,25-34,JP,AU,Silver,Business,2022-11-09,2024-05-24,221,5,17,7002,597,182748,0.409,66.7,37995,0.646,At Risk
CUST003570,Amy,Spencer,45-54,GB,TW,Gold,First,2023-06-06,2024-01-31,335,1,6,3052,407,45658,0.338,41.7,4008,0.97,At Risk
CUST003571,Sharon,Richard,25-34,SG,AU,Diamond,Business,2022-08-29,2024-08-13,140,3,14,4546,763,139879,0.508,83.1,21382,0.519,High Value Loyalists
CUST003572,Chelsea,Walters,25-34,CN,UK,Standard,Business,2021-11-03,2024-11-10,51,6,7,2652,573,28237,0.374,75.9,17759,0.236,Frequent Flyers
CUST003573,Kevin,Garza,35-44,US,SG,Gold,Premium Economy,2023-08-18,2024-03-06,300,9,30,4393,699,176482,0.299,83.0,52945,0.763,At Risk
CUST003574,Courtney,Bridges,25-34,KR,SG,Gold,Business,2021-01-25,2024-05-16,229,5,24,4565,914,209393,0.559,79.0,31504,0.684,At Risk
CUST003575,Charles,Lewis,35-44,HK,TW,Standard,Economy,2023-02-02,2024-07-22,162,6,27,7293,618,167323,0.189,59.6,43090,0.531,Mass Market
CUST003576,Whitney,Jordan,55-64,GB,JP,Standard,Premium Economy,2024-04-16,2024-11-30,31,3,7,7893,497,53205,0.135,52.9,22802,0.332,Mass Market
CUST003577,James,Garcia,25-34,JP,AU,Standard,Premium Economy,2024-01-06,2024-09-28,94,8,12,4989,667,61885,0.264,78.0,41257,0.203,Frequent Flyers
CUST003578,Michael,Obrien,45-54,JP,US,Silver,Economy,2022-04-29,2024-06-04,210,4,6,8505,1250,50876,0.074,49.2,39020,0.797,At Risk
CUST003579,Logan,Figueroa,18-24,TW,CN,Silver,Economy,2019-03-25,2024-12-02,29,4,24,7311,765,167504,0.114,65.2,32304,0.416,Mass Market
CUST003580,Tamara,Martin,45-54,AU,TH,Standard,Economy,2019-02-03,2024-06-16,198,3,17,2297,396,36604,0.322,47.0,7390,0.748,At Risk
CUST003581,John,Brown,55-64,GB,US,Silver,Economy,2021-07-31,2024-03-07,299,4,17,7692,1105,129934,0.37,53.9,35188,0.939,At Risk
CUST003582,Kelly,Ramirez,35-44,HK,SG,Standard,Economy,2022-12-22,2024-07-22,162,4,17,6980,1048,108591,0.318,54.8,29320,0.635,At Risk
CUST003583,Mackenzie,Ford,45-54,US,HK,Standard,Economy,2019-06-27,2024-05-23,222,2,19,9428,1909,173307,0.441,44.9,20788,0.831,At Risk
CUST003584,Cynthia,Price,55-64,TH,TH,Gold,Economy,2021-06-18,2024-10-14,78,3,25,5787,453,156434,0.285,70.2,21845,0.372,Mass Market
CUST003585,Jerry,Simmons,55-64,TH,CN,Diamond,Premium Economy,2021-06-06,2024-06-04,210,3,21,9101,959,287708,0.056,59.4,41101,0.781,High Value Loyalists
CUST003586,Michael,Hill,35-44,HK,HK,Silver,Economy,2021-10-01,2024-10-26,66,5,11,1388,249,15717,0.479,81.9,8185,0.26,Frequent Flyers
CUST003587,Bradley,Garrison,35-44,AU,JP,Standard,Economy,2022-05-13,2024-04-15,260,3,12,4225,568,45602,0.347,43.1,13112,0.97,At Risk
CUST003588,Jeffery,Melton,45-54,US,SG,Standard,Economy,2020-09-03,2024-06-22,192,3,26,1200,241,30134,0.472,53.5,3963,0.761,At Risk
CUST003589,Joseph,Parker,25-34,GB,AU,Standard,Economy,2022-07-24,2024-05-27,218,10,20,4522,347,76127,0.46,86.0,44168,0.398,Mass Market
CUST003590,Janet,Neal,55-64,GB,CN,Standard,Economy,2021-09-18,2024-09-06,116,2,20,5565,710,99344,0.533,57.0,11437,0.603,Growth Opportunity
CUST003591,Scott,Haley,25-34,CN,US,Standard,First,2024-07-18,2024-08-26,127,4,22,5144,930,224162,0.218,53.6,22238,0.649,At Risk
CUST003592,Julie,Rodriguez,55-64,JP,AU,Gold,Economy,2020-12-11,2024-05-07,238,5,28,7248,1135,235333,0.17,62.8,48438,0.804,At Risk
CUST003593,Lori,Hicks,25-34,US,TH,Silver,Economy,2024-07-11,2024-05-22,223,5,24,10652,797,236429,0.346,64.0,57245,0.679,At Risk
